state,name,pop2019,age_over_65_2019,households_speak_spanish_2019,hs_grad_2019,bachelors_2019,household_has_computer_2019,poverty_2019,uninsured_2019,unemployment_rate_2019,per_capita_income_2019,median_household_income_2019
Texas,Hunt County,94162,15.8,10.6,84.5,19.9,70.3,16.1,16.3,4.5,25926,54959
Texas,Jasper County,35506,19.4,4.2,85,12.9,47.7,18.5,17.5,7,25269,44370
Texas,Jefferson County,254340,14.2,15.2,84.2,19.7,64.8,17.7,19.9,4.6,27094,51248
Texas,Jim Wells County,40972,14.9,63.7,74.9,12.2,56.9,23.2,18.3,5.1,21510,41505
Texas,Johnson County,167212,13.8,12.7,85.7,18.7,77.3,10.2,15.9,3.2,28579,64359
Texas,Kaufman County,123804,11.8,16.2,85.8,20.5,77.4,11.4,13.7,5,28634,70107
Texas,Kerr County,51843,27.1,14,88.6,27.4,77.1,11.7,16.1,3.8,32988,55990
Texas,Kleberg County,30974,13,51.7,78.4,24.6,68.7,27.2,15.5,7.9,22646,43730
Texas,Lamar County,49611,18.9,6.5,84.3,18.7,61.1,17.4,16.3,3.8,25038,45117
Texas,Liberty County,83702,13,17.4,77.3,9.7,63.9,14.1,19.8,6.8,23461,51494
Texas,Lubbock County,304808,12.2,23,86.2,30.1,74.7,18.9,13,3.3,27922,52429
Texas,McLennan County,251089,14.1,18.2,84.9,24.2,71.1,19.2,14.5,3.9,25703,49778
Texas,Matagorda County,36774,16.3,29.5,80.6,17.4,62,18.9,17.9,5.6,25172,48913
Texas,Maverick County,58174,11.5,96.1,59.5,12.7,52.9,26.9,31.1,9.1,16779,39625
Texas,Medina County,50057,16.5,39.7,83.2,19.8,67.3,11.3,14,3.4,27475,62599
Texas,Midland County,168167,10.3,32.6,84.5,27.4,75.7,9.6,16.6,2.9,39248,79421
Texas,Montgomery County,571949,12.8,17.6,87.7,34.5,83.8,9.3,14.1,3.9,41211,80902
Texas,Nacogdoches County,65339,14.2,12.7,82.9,24.5,70.7,24.8,17.5,7.6,23617,44847
Texas,Navarro County,48995,16.8,18.3,78.4,15.9,63.5,17,18.4,6,23786,48529
Texas,Nueces County,361540,14.1,44.1,82.8,21.8,66.5,16.6,17.1,4.8,27740,55919
Texas,Orange County,84069,15.6,5.2,87.9,15.5,69.9,13.3,15.9,4.8,30114,59399
Texas,Palo Pinto County,28540,19.4,13.5,84.2,16.6,69.3,18.1,19.5,6.4,25150,50154
Texas,Parker County,133811,15.3,8.5,88.6,26.4,81.3,8.1,14.5,4.3,35142,77503
Texas,Polk County,48913,18.5,10.5,81.6,13.1,65.4,18.2,18.2,7.2,25164,49279
Texas,Potter County,119674,12.2,26.9,77,14.9,62.3,20.4,22.1,3.2,22568,42528
Texas,Randall County,134026,14.7,11.1,92.3,32.4,82.2,8.5,9.5,3.1,34293,68261
Texas,Rusk County,53755,16.4,10.5,80.6,15.5,64.1,11.8,18.4,6.6,26658,55234
Texas,San Patricio County,67008,14.6,45.5,79.9,15.6,67.5,15.9,16.8,4.8,26054,56556
Texas,Shelby County,25349,17.4,13.5,76.4,13.8,56.5,22.6,21.7,7.9,21950,42522
Texas,Smith County,227449,16.2,12.9,85.8,26.4,64.8,15.4,16.3,5.2,28483,56810
Texas,Starr County,64078,11.2,98.5,53.3,9.9,47.3,34.7,34.8,13.1,14179,30387
Texas,Tarrant County,2049770,11,20.1,86.1,32.3,80.6,11.9,16.1,4.3,33292,67700
Texas,Taylor County,136870,14.2,18.7,89.3,25.2,72.4,15.1,14,2.7,27162,53143
Texas,Titus County,32640,14,32.7,76.7,16.3,57.9,17.7,18.1,3.6,21730,50196
Texas,Tom Green County,117986,15.1,30.2,86.3,24.5,71.7,13.5,13.7,3.4,29505,53903
Texas,Travis County,1226805,9.5,22.1,89.3,50,85.9,12,13.1,3.5,43658,75887
Texas,Upshur County,41018,17.9,6.4,85.8,17.1,69.3,16,16.7,5,25285,52162
Texas,Val Verde County,48969,14.1,72.5,68.2,18.4,60.9,20.3,18,3.9,21370,46147
Texas,Van Zandt County,55103,20,6.6,84.6,15.8,69,13.6,18.1,4.4,27900,54654
Texas,Victoria County,92109,15.8,26.1,83.8,20,65.3,15,16.8,5.6,29199,56834
Texas,Walker County,72321,12.7,9.7,86,20.8,75.8,22.4,13.3,3,18544,43742
Texas,Waller County,51832,11.6,22.7,82.5,21.1,68.5,16.5,20.3,4.1,25401,59642
Texas,Webb County,273526,9.2,92.7,67.6,18.9,60.1,27.5,27.7,4.1,18466,46475
Texas,Wharton County,41577,16.6,25.8,78.3,18,58.4,17.6,18.8,5,25298,48310
Texas,Wichita County,131596,14.5,11,86.6,23.1,69.6,16.9,14.1,4.2,24872,48650
Texas,Willacy County,21588,13.7,77.6,65.7,8.9,52.8,27,27.6,12.4,14888,35521
Texas,Williamson County,547604,11.8,15.6,93.2,41.3,89.3,6.4,9.3,4.2,37242,87337
Texas,Wise County,66290,14.9,14.5,85.3,18,73.3,10.7,17.9,4,29418,64536
Texas,Wood County,44366,26.7,6.7,84.7,16.6,73.2,14.6,13.1,5.4,29005,53394
Utah,Cache County,124165,9.1,8.6,93.1,38.3,89.6,15.4,6.6,1.9,23713,59038
Utah,Davis County,345767,9.8,9.2,95.6,37.8,89.8,5.4,6.5,2.3,31205,83310
Utah,Iron County,51213,12.5,7.5,92.9,29.8,84.8,17,11.2,3.7,22909,51807
Utah,Salt Lake County,1133646,10.6,13.2,90.8,35.6,86.5,9.2,10.5,3.1,33238,74865
Utah,Utah County,605490,7.6,13.6,94.6,40.8,92,10.6,8,3.1,26215,74665
Utah,Washington County,165811,20.9,8.4,92.9,28.1,85.3,11.8,13.3,3,29010,59839
Utah,Weber County,251498,11.4,12.4,90.6,24.5,82.5,10.2,8.9,3.3,27828,67244
Vermont,Chittenden County,162646,14.6,1.6,94.4,51.3,86.2,12.1,3.1,3.2,39062,73647
Vermont,Rutland County,58892,21.3,2.8,92.6,30.8,78.5,10.1,4.6,2.6,31391,56139
Vermont,Washington County,58350,19,1.3,93.7,41.8,80.8,10.6,3.1,3,35236,62791
Vermont,Windham County,42823,21.9,1.5,92.4,38.1,83.3,13.7,5.2,4.2,32535,51985
Vermont,Windsor County,55275,22.7,1.5,93.4,38.2,80.9,9.2,4.8,3.4,36252,60987
Virginia,Accomack County,32673,22.7,5.5,81.5,19.5,60.1,19,16.6,4,26018,46073
Virginia,Albemarle County,107405,18,4,92.1,55.1,84.6,9.1,6.7,2.3,44799,79880
Virginia,Arlington County,233464,10.5,11.9,94.3,75.3,91.4,6.8,5.9,2.6,71841,120071
Virginia,Augusta County,75079,20.5,1.9,87.4,22.7,73,8.7,7.9,3.2,30272,62711
Virginia,Bedford County,78376,20.9,2,90,29.2,75.4,8.9,7.1,3.6,33678,64199
Virginia,Buchanan County,21788,21.4,0.6,70.1,11.8,54.8,28.4,12.4,6.9,19496,31956
Virginia,Campbell County,55225,19.6,2.3,87.2,22.5,68.6,11,9,3.2,27739,49664
Virginia,Chesterfield County,343551,14.4,7,92.3,40.5,86,6.8,7.6,4.1,37658,82599
Virginia,Fairfax County,1145862,13.1,12.3,92.5,61.6,92.3,6.1,8.2,3.5,56231,124831
Virginia,Franklin County,56187,22.8,2.9,88.1,21.9,73.9,14.5,9.4,4.5,30487,56254
Virginia,Frederick County,86415,16.8,7.3,89.2,28.3,80.5,6.2,8.5,3.3,35123,78002
Virginia,Hanover County,105537,17.2,2.7,93.1,39.8,84.8,5.3,5,2.6,41200,89390
Virginia,Henrico County,327535,15,4.4,91.7,43.7,81.2,9.1,7.6,4.1,39516,70307
Virginia,Henry County,51308,23.6,5.2,80.1,13.9,63.2,18.1,10,7.9,22372,37952
Virginia,James City County,74916,24.6,4,95.1,50.4,87.1,7.3,5.9,4,44495,87678
Virginia,Lee County,23948,20.8,0.9,76.7,11.2,49,25.5,12.2,9.2,19720,32888
Virginia,Loudoun County,395134,9,10.7,93.9,61.3,93.5,3.4,5.7,3.1,55744,142299
Virginia,Montgomery County,98140,12.2,3.5,93.2,45.5,83,23.5,6.1,3.7,30054,57977
Virginia,Pittsylvania County,61256,21.8,2.4,82.7,14.5,65.2,16.1,8.6,5.8,26032,47690
Virginia,Prince William County,461423,9.5,17.6,88.5,41.1,90,6.6,11.1,4.1,40932,107132
Virginia,Roanoke County,93823,21.1,2.9,92.3,35.6,80.8,6.9,5.4,2.9,36469,68948
Virginia,Rockingham County,80284,18.8,5.2,84,26.3,72,8.8,10.3,2.6,31275,61864
Virginia,Russell County,27141,20.7,1.6,80.3,12.2,53.3,21.1,9.7,5.9,21605,39758
Virginia,Shenandoah County,43224,21.2,5.3,87,20.5,70.6,11.5,8.2,3.6,28882,57252
Virginia,Smyth County,30767,21.3,2.2,83.3,14.6,63.6,18.9,9.8,5.1,21605,40932
Virginia,Spotsylvania County,132833,13.7,7.2,91.2,31.7,86.2,7,7.8,4.6,37212,88628
Virginia,Stafford County,146773,10.1,10.4,93.2,39.9,90.4,4.4,7.4,3.3,42126,111108
Virginia,Tazewell County,41603,21.5,0.4,81.7,14.9,62.7,17.5,9.9,6.1,23738,42099
Virginia,Washington County,54071,22.2,0.9,85.7,22.8,70.4,14.6,9.3,4.8,27524,48495
Virginia,Wise County,38486,17.7,0.6,75.9,15,63.8,22.1,11,8.7,21500,38888
Virginia,Alexandria city,157613,11.3,11.5,93,63.1,88.1,10.3,10.9,2.9,62679,100939
Virginia,Charlottesville city,47096,11.3,4.9,91.1,54.9,82.8,24.1,8.4,3.9,38328,59471
Virginia,Chesapeake city,239982,13,5.6,92.1,33.2,83.9,8.6,7.3,4.2,35536,78640
Virginia,Danville city,41070,20.3,3.4,81.8,17.6,58.7,22.4,9.7,8.5,22826,37203
Virginia,Hampton city,135041,15,4.3,91.4,26.9,80,15.2,8.1,5.6,30135,56287
Virginia,Harrisonburg city,53273,9,17,83.9,36.3,77.1,28.3,12.4,3.9,23202,46679
Virginia,Hopewell city,22456,15.5,5.7,81.3,14.8,63.4,23.6,9.4,6.7,21927,39030
Virginia,Lynchburg city,80569,14.1,3.4,88.7,35.6,74.3,19.5,9.1,5.4,23863,46409
Virginia,Newport News city,179673,12.7,5.9,91,26.3,76.2,15.3,11.2,5.8,28294,53215
Virginia,Norfolk city,244601,10.9,5.5,88,28.8,74.1,18.7,11.9,7.2,29830,51590
Virginia,Petersburg city,31362,16.7,3.8,82.8,19.8,61.1,24.1,12.4,11.1,23611,38679
Virginia,Portsmouth city,95097,14.5,3.3,88.3,21.9,68.3,16.8,10,7,26312,52175
Virginia,Richmond city,226622,12.8,4.3,85.4,39.6,71.6,23.2,12,5.9,33549,47250
Virginia,Roanoke city,99229,16.1,4.5,86.2,23.4,66,20.8,10.8,5.8,27006,44230
Virginia,Suffolk city,90093,14.2,3.1,89.9,29.5,79.2,10.4,6.3,5.2,34940,74884
Virginia,Virginia Beach city,450201,13.7,6,93.5,36,86,7.3,7.6,4.2,37776,76610
Washington,Benton County,197518,14.5,14.5,90.2,30.9,82.1,11.9,7.3,4.4,32882,69023
Washington,Chelan County,76229,18.6,19.6,82.6,25.8,78.3,11.7,9.5,3.3,30870,58795
Washington,Clallam County,75392,28.8,2.9,92.5,27.4,79.8,14.5,7.6,7.7,30283,52192
Washington,Clark County,473252,15,5.7,92.7,30.6,86.7,9.3,5.8,4.3,35860,75253
Washington,Cowlitz County,106778,18.8,4.9,89.3,17,76.6,14.4,5.2,6.5,28876,54506
Washington,Douglas County,42023,17.2,22.3,82.1,20.5,78.3,11.6,9.5,3.5,30544,62951
Washington,Franklin County,92009,9,41.1,75,17.7,74.5,15.2,14.3,5.6,24380,63584
Washington,Grant County,95502,13.5,28.9,76.7,17.7,72.5,14.8,12.7,6.4,24280,55556
Washington,Grays Harbor County,72779,21,5.8,89.7,16.5,75.1,14.4,7.3,6.4,27210,51240
Washington,Island County,82866,24,4,95.3,33.6,88.1,7.8,4.9,5.2,37087,68604
Washington,King County,2195502,13,6.2,93.1,52.5,88.8,8.9,5.3,4,52462,94974
Washington,Kitsap County,265882,17.4,2.8,94.8,33.2,88.2,8.7,4.7,4.4,37493,75411
Washington,Kittitas County,45897,15.7,5.5,91.4,32.3,85.9,18,6.2,4.3,29161,56004
Washington,Lewis County,78145,20.7,6,87.5,17.7,76.3,13.1,7.3,6.5,27127,53484
Washington,Mason County,63804,22.5,6,88.6,17.6,79.5,14,6.9,7,28862,57634
Washington,Okanogan County,41842,21.1,13.5,83.9,20,71.2,19.5,11.4,5.5,24876,47240
Washington,Pierce County,877013,13.5,6,91.5,27.2,84,10.4,6,4.8,34618,72113
Washington,Skagit County,125612,20.3,10.8,90.2,26.2,82.5,12,7.3,4.8,33168,67028
Washington,Snohomish County,798808,13.1,6.9,92.3,32.8,87.7,7.5,6.1,3.7,39527,86691
Washington,Spokane County,505505,15.8,3.1,93.8,30.8,81.9,13.7,5.3,5.1,31146,56904
Washington,Stevens County,44655,22.5,2.3,90.6,18.7,73.7,14.2,7,5,26896,51775
Washington,Thurston County,279711,16.8,5.2,93.7,35.7,85.8,10.4,4.8,5.8,35169,72003
Washington,Walla Walla County,60365,17.6,15.1,88.3,29.8,81.7,13.3,7.2,4,29035,57858
Washington,Whatcom County,220821,16.9,6.4,92.8,34.3,85.6,14.1,6.2,5.1,32267,62984
Washington,Whitman County,49231,10.2,5.8,95.5,49.8,88.3,26.5,4,5.6,23560,42745
Washington,Yakima County,249697,13.5,35.1,73.7,16.7,68,17.4,13.1,5.8,23459,51637
West Virginia,Berkeley County,115329,14.5,3.4,89,21.2,77.1,12.2,6.2,5.3,29994,62515
West Virginia,Cabell County,94339,18.2,1,88,26,66.9,22.3,7.7,5.3,25271,40028
West Virginia,Fayette County,43576,20.4,2.1,82.8,14.8,62.8,20.5,7.1,6.6,21914,41394
West Virginia,Greenbrier County,35155,22.6,1.9,86,19.9,65.1,16,5.1,5.6,24581,40200
West Virginia,Harrison County,67908,19,1.2,88.8,23.3,71.7,15.3,5.8,5.8,28879,53022
West Virginia,Kanawha County,183279,20,1,88.7,25.5,67.9,17.2,5.8,5.8,29253,46639
West Virginia,Logan County,33154,19.4,0.6,79.8,10,66.6,25.4,7.2,14,21936,36168
West Virginia,McDowell County,18661,20.8,0.1,68.6,5.4,58.9,33.2,6,12.1,15047,27682
West Virginia,Marion County,56355,19.1,1.9,89.4,22.6,70.1,16.4,5.2,5.7,26380,50305
West Virginia,Mercer County,59919,21.3,1.5,83.5,19.4,63.3,19.8,6.3,6.7,22212,40784
West Virginia,Mingo County,24290,18.1,0.7,75.5,9.9,54.3,28.7,4.5,13.8,20060,32764
West Virginia,Monongalia County,105474,12.2,2.6,92.4,42.8,82.5,20.8,4.8,5.7,32154,52455
West Virginia,Ohio County,42143,21.2,0.6,93.5,32,71.4,12.6,4.3,5.5,32429,50584
West Virginia,Putnam County,56610,17.9,1,91.7,26.1,75,9.8,5.8,3.7,31587,60097
West Virginia,Raleigh County,75252,20,1.7,86.5,18.4,66.6,18.6,6.8,7.9,25026,43748
West Virginia,Wayne County,40303,20.4,0.9,79.7,15.1,65.2,23.2,7.7,5,21553,37988
West Virginia,Wood County,84960,19.9,1.2,89.9,21.9,71.9,16.8,5.5,4.6,27725,47321
Wisconsin,Barron County,45229,21.4,1.6,90.2,20.6,74.5,10.7,6.5,2.5,29681,52703
Wisconsin,Brown County,261368,14.4,6.4,92.1,30.3,78.6,9.8,5.5,2.6,32874,62340
Wisconsin,Chippewa County,63892,17.5,0.9,92.8,21,76.6,10.3,5.5,2.8,29991,59742
Wisconsin,Dane County,536078,13.2,4.6,95.8,51.4,87.4,10.9,3.9,2.3,40614,73893
Wisconsin,Dodge County,87715,17.2,2.8,90.8,17,76.7,8.3,3.7,3.5,29726,60652
Wisconsin,Dunn County,44759,15.2,2.2,93.7,27.9,79.1,11.8,5.7,2.9,28034,58783
Wisconsin,Eau Claire County,103514,15.1,3,94.1,32.3,80.8,13.8,6.4,3.2,30983,59476
Wisconsin,Fond du Lac County,102597,17.9,3.7,91.8,23.1,77.4,8.4,3.9,3.1,31653,62391
Wisconsin,Grant County,51733,16.9,1.9,92.3,23.8,75.1,15.2,6.2,2.2,25892,54800
Wisconsin,Jefferson County,84701,16.4,5,91.8,25.4,78.8,8.3,4.7,3,31992,66291
Wisconsin,Kenosha County,168524,13.6,8.1,90.1,26.1,78.4,12.3,6.4,5.7,32298,63733
Wisconsin,La Crosse County,117894,15.8,3.4,95,34.9,81.5,12.9,4.3,3.3,32565,57882
Wisconsin,Manitowoc County,79185,19.9,3,92,20.2,75.2,10,4.3,2.6,30130,56612
Wisconsin,Marathon County,135396,17.1,2.1,91.8,25.4,78.4,9.2,5.9,2.5,33189,62633
Wisconsin,Marinette County,40391,23.2,2,91.1,15.9,71.7,13.2,5.2,4.1,28282,50330
Wisconsin,Milwaukee County,951226,13.2,10,88.3,31,71,19,7.3,5,29270,50606
Wisconsin,Monroe County,45771,16.5,3.9,90.9,20.6,73.5,11.3,9,2.7,29242,59587
Wisconsin,Outagamie County,185700,14.3,3.4,94.1,29.7,81.6,7.8,4.5,2.3,33221,65572
Wisconsin,Portage County,70632,16.1,2.2,93.9,32.9,80.7,12.1,4.7,3.1,31453,58853
Wisconsin,Racine County,195602,16.1,7.3,90.5,25.2,75.9,12.4,5.1,4.1,31572,61336
Wisconsin,Rock County,162152,16.1,5.2,90.8,22.1,75.8,12.8,5.9,4.7,28945,57875
Wisconsin,Sauk County,63922,18,3,90.9,24.1,76.1,9.9,6.1,2.9,30990,59943
Wisconsin,Sheboygan County,115178,17.5,3.6,93.2,25.1,78.2,7.2,4,3,31510,60696
Wisconsin,Walworth County,103074,17.1,6.8,90.8,28.8,81,10.6,6.6,3.2,32302,63776
Wisconsin,Washington County,134925,17.5,2.2,94.9,31.5,83.4,4.6,3.8,2.5,39055,77663
Wisconsin,Waukesha County,400475,18.1,3.2,96.2,44.5,87.3,4.8,2.7,2.6,46073,87277
Wisconsin,Winnebago County,170411,15.9,3.4,92.9,28.3,79.5,11.3,4.6,2.7,32571,58543
Wisconsin,Wood County,73112,20.1,1.7,92.7,21.6,75.3,10.3,4.3,3.5,31425,54913
Wyoming,Albany County,38390,11.3,5.1,95.9,51.8,88.4,20.7,8.2,3.8,29146,49322
Wyoming,Laramie County,98320,15.5,5.8,93,28.5,82.3,9.9,7.9,4.7,35190,66910
Wyoming,Natrona County,80333,14.4,5.2,92.5,22.8,78,9.4,13.3,3.8,33797,62772
